Name,Source,TF,CF,"Majestic BL","Majestic RD","Majestic Topics","Majestic Languages","Site Languages","Ahrefs DR","Ahrefs UR","Ahrefs RD","Ahrefs BL","Ahrefs Traffic","Ahrefs Positions","Ahrefs Cost","Moz DA","Moz PA",Age,"SZ Redirects","SZ Parked","SZ Active History","SZ Score","SZ Drops","Google Index","SEM Traffic","SEM Rank","SEM Keywords","Out Links Internal","Out Links External","Out Domains External","Date Added",Price,Expires
thirteenforhalloween.com,"GoDaddy Auctions",11,29,3609,447,"Reference/Education: 11
Science/Social Sciences: 10
Computers/Software/Databases: 9
Arts/Music: 8
Computers/Programming/Development Tools: 6
Recreation/Travel: 6
Shopping/Toys and Games: 5
Society/Philanthropy: 5","English: 99.1%
Slovenian: 0.6%
Russian: 0.2%","English: 100%",4,18,57,871,1,58,0,54,45,14,36,0,13,30,1,,7750,1833,6956,56,14,7,09/17/2022,$600,"09/23/2022 20:02:00"
bobfilm.tv,"Expired Domains",10,13,2471,358,"Regional/Europe: 10","Russian: 92.8%
English: 5%
Ukrainian: 1.6%
Danish: 0.1%",,3,25,239,4584,0,1,0,32,38,7,28,4,7,30,,0,15278,1741,15168,0,0,0,09/18/2022,,"09/21/2022 17:45:00"
artsimpactfund.org,"GoDaddy Auctions",10,14,154,38,"Recreation/Travel: 9
Arts/Organizations: 8
Arts/Performing Arts: 8
Reference/Museums: 8
Society/Government: 6","English: 98.6%
Italian: 0.6%
Portuguese: 0.6%",,13,27,60,294,70,21,0,31,31,7,34,0,6,30,0,2,352,30,333,0,0,0,09/21/2022,$10,"10/02/2022 20:05:00"
everytoknow.com,"GoDaddy Auctions",11,17,11206,140,"Computers/Software/Operating Systems: 11
Home/Family: 9
Computers/Programming/Languages: 7
Society/History: 5","English: 87.1%
Russian: 3.1%
German: 2.1%
Chinese: 1.8%
Spanish: 1.6%
Slovak: 1.4%
Ukrainian: 0.9%
Vietnamese: 0.3%
Polish: 0.3%
French: 0.3%","English: 100%",2,46,396,43156,0,0,0,52,39,7,46,0,5,31,2,1,28024,660,27996,0,2,2,09/16/2022,$250,"09/22/2022 15:01:00"
mobile-prices.com,"GoDaddy Auctions",9,33,2384,779,"Computers/Software/Databases: 9
Reference/Education: 8
Arts/Music: 8
Computers/Programming/Development Tools: 6
Recreation/Travel: 6
Society/Philanthropy: 5
Health/Conditions and Diseases: 5
Shopping/Toys and Games: 5
Computers/Programming/Languages: 4","English: 100%","English: 100%",0,0,17,85,0,0,0,55,46,12,19,1,11,31,1,9,4557,1058,3201,37,0,0,09/21/2022,$600,"09/27/2022 19:02:00"
mypogosupport.com,"GoDaddy Auctions",13,15,2350,121,"Society/Religion and Spirituality: 13
Computers/Software/Operating Systems: 12
Computers/Programming/Languages: 7","English: 95.5%
Arabic: 2.5%
French: 0.4%
Indonesian: 0.3%
Czech: 0.2%
Japanese: 0.2%
Spanish: 0.1%
Russian: 0.1%","English: 100%",24,33,432,5208,0,0,0,46,37,4,22,0,4,34,1,4,13447,79,867,0,2,2,09/16/2022,$250,"09/22/2022 15:02:00"
penmousedesigntech.com,"GoDaddy Auctions",14,19,6441,216,"Computers/Software/Operating Systems: 13
Society/Politics: 12
Computers/Programming/Languages: 8
Society: 6","English: 99.9%","English: 100%",9,34,325,2299,0,0,0,50,40,3,16,0,3,35,1,1,33817,2616,33636,0,2,2,09/16/2022,$250,"09/22/2022 15:01:00"
micbux.com,"GoDaddy Auctions",13,13,1293,96,"Society/Religion and Spirituality: 13
Computers/Software/Operating Systems: 12
Computers/Programming/Languages: 7","English: 50%
Spanish: 37.5%
Indonesian: 6.2%
Arabic: 1.5%
Hungarian: 1.5%
Polish: 1.5%
Slovak: 1.5%","English: 100%",0,10,52,311,0,0,0,54,41,7,38,2,6,37,6,1,13051,2928,12912,0,2,2,09/16/2022,$250,"09/22/2022 15:00:00"
masterpaperwriter.com,"Namecheap Auctions",12,17,3488,394,"Adult/Society: 12
Health/Conditions and Diseases: 7
Health/Alternative: 5","English: 79.9%
Spanish: 7%
Thai: 2.5%
French: 2.4%
Polish: 2%
Indonesian: 1%
Russian: 0.8%
Czech: 0.6%
German: 0.6%
Italian: 0.5%","English: 100%",28,10,1249,17579,0,0,0,33,29,8,6,3,6,43,1,4,24690,2,9,7,0,0,09/18/2022,$15,"10/04/2022 16:00:00"
samokov2014.eu,"ccTLD (Country Domains)",9,12,259,63,"Sports/Track and Field: 9
Regional/Europe: 5
Sports/Running: 4
Recreation: 4
Reference/Education: 3","German: 28.1%
Spanish: 19.5%
Bulgarian: 8.2%
Danish: 6.6%
French: 6.2%
Slovak: 5.2%
Russian: 5.2%
English: 4.9%
Dutch: 3.3%
Hungarian: 2.6%",,9,17,65,210,0,0,0,30,28,5,0,1,3,,,0,0,0,0,0,1,1,04/03/2022,,
pandora-charms-canada.ca,"ccTLD (Country Domains)",11,20,104715,632,"Computers/Programming/Languages: 11
Sports/Winter Sports: 10
Reference/Directories: 9
Science/Social Sciences: 8
Society/People: 7
Society/Organizations: 7
Sports/Water Sports: 7
Computers/Internet/Chat: 5
Arts/Movies: 5
Regional/Europe: 5","English: 79.7%
Japanese: 11.2%
Russian: 1.7%
French: 1.2%
German: 1.1%
Spanish: 1%
Indonesian: 0.5%
Arabic: 0.4%
Dutch: 0.3%
Vietnamese: 0.3%",,8,7,1095,572083,0,0,0,30,33,5,21,0,5,,,0,0,0,0,0,0,0,04/07/2022,,
socialrehab.sg,"ccTLD (Country Domains)",11,13,78,35,"Home/Consumer Information: 11
Computers/Internet/Searching: 4","English: 38.5%
Portuguese: 24.2%
Dutch: 22.8%
Bulgarian: 2.8%
French: 2.8%
Russian: 2.8%
Chinese: 1.4%
German: 1.4%
Romanian: 1.4%
Swedish: 1.4%","English: 100%",10,27,58,184,,,,31,33,9,13,0,8,,,7,0,27683184,1,13,1,1,05/03/2022,,
cc-pays-de-thongue.fr,"ccTLD (Country Domains)",12,14,315,78,"Regional/Europe: 12
Recreation: 10
Recreation/Travel: 7","French: 92.5%
English: 4.7%
German: 1%
Chinese: 0.6%
Hungarian: 0.3%
Romanian: 0.3%
Spanish: 0.3%","French: 80%
English: 20%",10,5,121,1286,0,2,0,33,22,20,125,0,20,,,5,0,22412210,1,17,2,2,05/13/2022,,
jahrhundertmensch.eu,"ccTLD (Country Domains)",9,12,55,31,"Business/Arts and Entertainment: 9
Regional/Europe: 7
Society/People: 3","German: 29.6%
Dutch: 22.2%
English: 18.5%
French: 5.5%
Polish: 5.5%
Portuguese: 5.5%
Greek: 1.8%
Hungarian: 1.8%
Icelandic: 1.8%
Italian: 1.8%",,,,,,0,0,0,31,23,,,,,,,1,0,0,0,0,0,0,05/15/2022,,
mairie-mervillefranceville.fr,"ccTLD (Country Domains)",24,15,427,150,"Regional/Europe: 24","French: 89.1%
German: 2.7%
English: 2%
Occitan: 1.2%
Dutch: 1%
Hungarian: 0.5%
Portuguese: 0.5%
Russian: 0.5%
Spanish: 0.5%
Armenian: 0.2%",,0,0,,,0,0,0,35,35,0,0,0,0,,,0,0,0,0,0,0,0,06/02/2022,,
esquinaqc.ca,"ccTLD (Country Domains)",9,10,14,9,"Home/Cooking: 9
Recreation/Food: 6
Society/Issues: 4
Society/Lifestyle Choices: 4","English: 50%
French: 41.6%
Indonesian: 8.3%",,,,,,0,0,0,34,28,,,,,,,0,0,0,0,0,0,0,06/02/2022,,
louis-vuitton-borse.it,"ccTLD (Country Domains)",10,22,147660,1115,"Business/Agriculture and Forestry: 9
Arts/Bodyart: 8
Regional/Europe: 7
Reference/Directories: 7
Computers/Graphics: 7
Sports/Winter Sports: 7
Computers/Internet/Web Design and Development: 7
Arts/Television: 7
Society/Organizations: 6
Computers/Internet/On the Web: 6","English: 84.7%
Japanese: 4%
Russian: 2.2%
Arabic: 2%
Korean: 1.3%
German: 1.1%
French: 0.6%
Czech: 0.5%
Thai: 0.4%
Romanian: 0.4%","English: 100%",0,0,,,0,0,0,30,36,0,0,0,0,,,0,0,0,0,0,0,0,06/10/2022,,
handya.co.nz,"ccTLD (Country Domains)",10,9,167,32,"Society/People: 10","English: 77%
German: 11.7%
Russian: 4.2%
Chinese: 1.6%
Portuguese: 1.6%
Finnish: 1%
Spanish: 1%
Dutch: 0.5%
Turkish: 0.5%
Ukrainian: 0.5%",,4,19,48,268,0,0,0,31,23,9,6,0,7,,,0,0,0,0,0,0,0,06/12/2022,,
tiempodegitanos.com.ar,"ccTLD (Country Domains)",15,13,152,26,"Shopping/Clothing: 15
Arts/Music: 9","Spanish: 85.6%
Portuguese: 8.2%
English: 5.4%
German: 0.6%","Spanish: 100%",,,,,3,6,7,31,21,,,,,,,136,1,12306961,3,0,0,0,07/13/2022,,
captel.com.ar,"ccTLD (Country Domains)",14,8,37,14,"Reference/Education: 14
Science/Biology: 8
Science/Social Sciences: 7
Society/Philosophy: 7
Arts/Music: 7
Computers/History: 7
Science/Physics: 7
Society/Law: 7
Health/Medicine: 6
Health/Mental Health: 6","Spanish: 91.6%
English: 5.5%
Dutch: 2.7%",,2,0,54,1384,0,0,0,30,20,23,2,0,16,,,0,0,0,0,0,0,0,07/26/2022,,
attac.cl,"ccTLD (Country Domains)",13,13,792,54,"Recreation/Travel: 12
News/Alternative: 11
Science/Social Sciences: 10
Business/Financial Services: 9
Society/Organizations: 9
Society/Politics: 8
Society/Issues: 8
Regional: 6
Society/History: 6
Reference/Education: 5","Spanish: 95%
French: 2.5%
English: 1.1%
Italian: 0.6%
Catalan: 0.2%
Galician: 0.2%
Japanese: 0.1%
Portuguese: 0.1%
Russian: 0.1%",,9,27,151,14554,0,0,0,30,25,20,6,0,20,,,0,0,0,0,0,0,0,08/04/2022,,
umbel.co,"ccTLD (Country Domains)",23,22,5671,25,"Regional/North America: 23
Recreation: 15
Society/Philanthropy: 14
Sports/Hockey: 13","English: 97.3%
Spanish: 2.5%",,33,34,47,6983,0,0,0,30,22,3,0,0,1,,,0,8422,1,8422,0,0,0,08/30/2022,,
apkcrew.com,"Namecheap Auctions",12,13,392,64,"News/Media Industry: 12
Computers/Software/Operating Systems: 7","Spanish: 93%
English: 5.6%
Arabic: 0.2%
Catalan: 0.2%
German: 0.2%
Persian: 0.2%
Russian: 0.2%",,9,27,130,658,0,0,0,30,33,19,4,1,7,,6,1,596,142,570,0,0,0,09/08/2022,$15,"09/23/2022 16:00:00"
bitscatalans.com,"Namecheap Auctions",9,12,1425,56,"Society/People: 9
Computers/Organizations: 4
Science/Social Sciences: 4
Computers/Software/Internet: 3","Catalan: 95.7%
Spanish: 2.6%
English: 1.2%
German: 0.2%",,7,4,135,3347,0,0,0,32,30,12,17,2,12,,3,3,1116,3,3,0,0,0,09/08/2022,$15,"09/23/2022 16:00:00"
jordanshoes.org,"Namecheap Auctions",11,27,317391,2487,"Computers/Education: 10
Games/Video Games/Shooter: 10
Health: 8
Games/Video Games/Roleplaying: 8
Society: 7
Arts/Movies: 7
Games/Video Games/Developers and Publishers: 7
Games/Online: 6
Regional/Europe: 6
Society/Ethnicity: 6","English: 47.2%
Arabic: 24.6%
Korean: 6%
Russian: 5.7%
German: 4.4%
French: 2%
Polish: 1.5%
Czech: 0.9%
Spanish: 0.9%
Thai: 0.8%",,35,9,5174,2895918,0,2,0,31,32,14,0,0,8,,8,8,19240518,31,33,0,0,0,09/08/2022,$36,"09/23/2022 16:00:00"
perabetgiris.online,"Namecheap Auctions",14,21,26681,88,"Reference/Education: 13
Science/Publications: 12
Computers/Systems: 11
Recreation/Boating: 10
Society/Religion and Spirituality: 10
Regional/South America: 9
Science/Biology: 9
Sports/Soccer: 8
Health/Senses: 7
Arts/Music: 7","English: 99.4%
Turkish: 0.3%",,32,33,145,8843,0,1,0,30,32,5,0,0,2,,,1,35033,5,35033,0,1,1,09/08/2022,$5,"09/22/2022 16:00:00"
southernnationalcongress.org,"Namecheap Auctions",17,23,1565,156,"Recreation/Travel: 17
Society: 13
Society/Issues: 12
Society/Government: 9
Society/Philosophy: 9","English: 99.9%","Indonesian: 100%",12,29,133,4463,0,14,0,35,33,17,24,0,17,,1,1,1908,572,697,1,0,0,09/08/2022,$15,"09/24/2022 16:00:00"
saanendoah.com,"Namecheap Auctions",18,16,2833,129,"Science/Agriculture: 17
Business/Agriculture and Forestry: 16
Recreation/Food: 14","English: 96.3%
German: 2.3%
French: 0.2%
Czech: 0.2%
Kannada: 0.2%
Chinese: 0.1%
Malay: 0.1%
Russian: 0.1%","English: 100%",,,,,0,0,0,33,27,,,,,,2,1,1739,48,150,0,28,7,09/10/2022,$15,"09/25/2022 16:00:00"
cirqueenchantier.com,"GoDaddy Auctions",12,12,406,28,"Arts/Performing Arts: 12
Arts/Comics: 5
News/Media Industry: 5","French: 86.5%
English: 11.5%
German: 0.9%
Russian: 0.9%","English: 100%",7,25,62,376,0,0,0,30,26,10,11,0,8,,6,0,1274,266,501,0,2,2,09/15/2022,$50,"09/22/2022 09:00:00"
blogdelabutaca.net,"GoDaddy Auctions",9,19,1350,27,"News/Media Industry: 9
Arts/Movies: 8
Science/Science in Society: 5
Arts/Music: 5
Games/Board Games: 4
Society/Government: 4","Spanish: 98.6%
Catalan: 0.8%
French: 0.2%
English: 0.2%","English: 100%",3,18,123,9746,0,0,0,32,26,12,33,1,12,,5,0,5976,3,114,0,2,2,09/15/2022,$50,"09/22/2022 09:00:00"
dressup24h.com,"GoDaddy Auctions",12,19,3060,477,"Science/Astronomy: 12
Computers/Software/Operating Systems: 7
Games/Video Games/Browser Based: 7
Games/Video Games/Simulation: 6
Society/People: 6
Arts/Music: 6
Games/Video Games/Puzzle: 6
Science/Social Sciences: 5
Computers/Internet/On the Web: 5
Business/Telecommunications: 5","English: 76.2%
Spanish: 19.1%
Japanese: 1.1%
French: 1%
Polish: 0.7%
Russian: 0.3%
Dutch: 0.2%
Thai: 0.2%
German: 0.1%
Italian: 0.1%","English: 100%",9,40,1073,29689,0,0,0,32,41,13,204,0,13,,2,1,29440,517,561,0,1,1,09/15/2022,$300,"09/22/2022 09:00:00"
alfinaldelaescapada.com,"GoDaddy Auctions",12,14,6905,38,"Society/People: 12","Spanish: 99.9%","English: 100%",3,29,149,30723,0,0,0,31,34,14,0,0,14,,2,1,1028,380,1021,0,1,1,09/15/2022,$100,"09/22/2022 08:00:00"
larueda1975.com,"GoDaddy Auctions",10,11,629,24,"Society/People: 9
Recreation/Travel: 8
Sports/Team Handball: 8
Sports/Golf: 8
Recreation/Climbing: 6
Science/Earth Sciences: 6
Recreation/Outdoors: 6
Recreation/Boating: 6
Sports/Cycling: 5
Sports/Soccer: 5","Portuguese: 95.9%
Spanish: 2.7%
English: 0.8%
French: 0.4%","English: 100%",10,0,39,150,,,,33,16,,,,,,3,1,48,0,0,0,2,2,09/15/2022,$50,"09/22/2022 09:00:00"
breezypointinn.com,"GoDaddy Auctions",10,12,113541,35,"Society: 10
Recreation/Boating: 9","English: 99.9%","English: 100%",3,16,62,343,0,0,0,31,25,19,19,0,19,,3,0,1703,17,22,0,2,2,09/15/2022,$50,"09/22/2022 09:00:00"
caixaciencia.com,"GoDaddy Auctions",11,12,155,33,"Business/Financial Services: 11
Reference/Dictionaries: 8
Arts/Movies: 8
Society: 7
Computers/Internet/Domain Names: 7
Arts/Music: 7
Arts: 7
Society/Government: 7
Regional/Europe: 7
Recreation: 7","Spanish: 60.5%
Catalan: 21.7%
English: 15.1%
Basque: 0.6%
French: 0.6%
Galician: 0.6%
Portuguese: 0.6%","English: 100%",21,8,60,2309,0,0,0,34,21,0,0,0,0,,3,153,1527,50,50,0,1,1,09/15/2022,$100,"09/22/2022 08:00:00"
thebananablog.com,"Namecheap Auctions",10,15,30557,355,"Regional/Europe: 9
Adult/World: 9
Business/Real Estate: 7
Adult/Arts: 7
Adult/Image Galleries: 6
Business/Automotive: 6
Recreation/Food: 6
Business/Transportation and Logistics: 6
Adult/Computers: 5
Business/Financial Services: 5","English: 98.5%
Spanish: 0.8%
French: 0.3%",,,,,,46,16,0,38,43,,,,,,0,0,11746,7054,11620,0,0,0,09/10/2022,$15,"09/25/2022 16:00:00"
tfortibet.org,"Namecheap Auctions",12,10,12291,20,"Arts/Performing Arts: 12","Turkish: 98.6%
Italian: 0.9%
English: 0.2%
French: 0.1%",,4,11,33,3276,,,,54,33,,,,,,3,4,3044,2,2962,0,1,1,09/11/2022,$15,"09/26/2022 16:00:00"
autonetmobile.com,"Namecheap Auctions",14,25,1858,537,"Business/Information Technology: 14
Recreation/Autos: 9
Business/Telecommunications: 8
Science/Technology: 8
Computers/Hacking: 8
Computers/CAD and CAM: 8
News/Weblogs: 6
Computers/Software/Operating Systems: 6
Computers/Security: 6
Science/Environment: 6","English: 85.1%
Dutch: 8.5%
Spanish: 1.7%
Italian: 1.5%
German: 0.8%
Chinese: 0.4%
Russian: 0.4%
French: 0.3%
Japanese: 0.3%
Serbian: 0.2%","English: 100%",42,25,534,5282,535,190,44448,48,40,16,66,0,16,,0,5,2471,628,685,5,1,1,09/11/2022,$1401,"09/26/2022 16:00:00"
cher9.to,"Namecheap Auctions",20,13,2165,73,"Regional/Asia: 20
Regional/Europe: 14
Society/Issues: 12","Japanese: 99.4%
English: 0.5%",,15,8,152,1575,0,0,0,33,25,22,2,1,20,,,2,1672,4,31,0,0,0,09/11/2022,$15,"09/26/2022 16:00:00"
triptych04.com,"Namecheap Auctions",17,11,90,18,"Arts/Music: 17","English: 74.4%
Korean: 24.4%
Japanese: 1.1%",,2,0,35,150,,,,56,37,,,,,,5,1,97,0,0,0,0,0,09/11/2022,$15,"09/26/2022 16:00:00"
adicts.us,"GoDaddy Auctions",16,18,5308,214,"Arts/Music: 16","German: 90.1%
English: 4.1%
Polish: 1.8%
Czech: 1%
Spanish: 0.7%
French: 0.3%
Slovak: 0.2%
Dutch: 0.2%
Hungarian: 0.2%
Italian: 0.2%",,31,35,458,9859,0,1,0,40,35,16,48,0,16,,,1,2401,305,356,0,0,0,09/12/2022,$33,"09/22/2022 19:20:00"
theuptownsocial.com,"GoDaddy Auctions",11,10,27,16,"Business: 11","English: 100%",,1,0,27,57,,,,34,29,,,,,,1,2,57,23,27,0,0,0,09/12/2022,$12,"09/22/2022 16:28:00"
thebubblechamber.org,"GoDaddy Auctions",18,13,966,38,"Society/Philosophy: 17
Society/People: 15
Science/Math: 10
Computers/Internet/On the Web: 7","English: 96%
French: 3.6%
Swedish: 0.2%
German: 0.1%",,8,27,79,88902,0,0,0,30,31,9,1,0,9,,0,3,492,114,484,0,0,0,09/12/2022,$12,"09/23/2022 18:02:00"
palmettoplaceshelter.org,"GoDaddy Auctions",18,14,128,56,"Recreation/Food: 17
Society/Religion and Spirituality: 16
Society/Law: 14
Business/Marketing and Advertising: 9
Business/Employment: 8","English: 100%",,26,22,72,5471,0,0,0,30,28,15,22,0,14,,0,6,358,51,83,0,0,0,09/12/2022,$10,"09/23/2022 17:23:00"
streamcastnetworks.com,"GoDaddy Auctions",11,15,834,128,"Computers/Software/Freeware: 11
Computers/Internet/On the Web: 9
Computers/Software/Disk Management: 9
Society/Law: 9
Computers/Programming/Languages: 8
Computers/Multimedia: 8
Computers/Software/Operating Systems: 8
Computers/Software/Backup: 7
Games/Video Games/Action: 6
Games/Video Games/Adventure: 6","English: 39.9%
Turkish: 32.4%
Indonesian: 7.5%
Polish: 6.5%
German: 4.7%
Spanish: 2.2%
Russian: 1.3%
French: 1.2%
Japanese: 1.1%
Slovenian: 0.8%","English: 100%",29,17,246,1050,1,6,243,45,32,22,53,0,19,,0,3,1443,72,108,0,1,1,09/12/2022,$20,"09/22/2022 17:21:00"
picbite.com,"GoDaddy Auctions",10,13,4266,144,"Computers/Internet/Web Design and Development: 10
Arts/Music: 8
Recreation/Autos: 7
Sports/Cycling: 7
Society/People: 6
Games/Video Games/Strategy: 6","Czech: 37.5%
Russian: 20.5%
English: 12.9%
Polish: 12.8%
Ukrainian: 4.9%
Persian: 3.9%
French: 2.2%
Spanish: 1.1%
Italian: 0.9%
Portuguese: 0.9%",,30,32,486,18885,0,0,0,36,39,12,6,2,11,,2,6,19368,977,10157,0,0,0,09/12/2022,$12,"09/22/2022 16:34:00"
usszumwalt.org,"GoDaddy Auctions",15,12,135,34,"Society/Military: 15
Society/People: 11
Home/Personal Organization: 8
Business/Consumer Goods and Services: 7
Society/Gay  Lesbian  and Bisexual: 6","English: 87.1%
Vietnamese: 4.5%
Bulgarian: 3%
Chinese: 2.2%
German: 0.7%
Portuguese: 0.7%
Russian: 0.7%
Spanish: 0.7%",,16,20,72,160,0,0,0,31,32,6,2,0,6,,0,4,279,110,269,0,0,0,09/12/2022,$10,"09/23/2022 18:10:00"
alkar.info,"Namecheap Auctions",11,12,706,73,"News/Media Industry: 11
Society/People: 10
Computers/News and Media: 6
Arts/Design: 5
Recreation/Humor: 5
Society/Law: 5
Health/Mental Health: 4","Spanish: 87.2%
English: 11.7%
French: 0.5%
Catalan: 0.4%",,4,27,174,1063,0,2,0,32,32,12,8,0,12,,,1,1127,327,1055,0,0,0,09/12/2022,$15,"09/27/2022 16:00:00"
jacvacationrentalsbelize.com,"GoDaddy Auctions",15,19,4103,816,"Regional/Europe: 15
News/Media Industry: 9","English: 45.9%
French: 8.9%
Spanish: 6.3%
Portuguese: 3.9%
Greek: 3.2%
Russian: 3%
Romanian: 2.3%
Arabic: 2.2%
Serbian: 1.9%
Polish: 1.5%","English: 99.9%",46,26,408,1122,8,69,554,31,25,1,0,0,1,,0,157,8965,5,8965,28,1,1,09/12/2022,$10,"09/22/2022 16:36:00"
asiansources.com,"GoDaddy Auctions",17,22,6156,364,"Science/Astronomy: 16
Computers/Hardware: 15
Business/Business Services: 14
Business: 13
Recreation/Travel: 12
Business/Opportunities: 11
Business/Directories: 11
Science/Social Sciences: 9
Computers/Internet/Searching: 9
Society/Religion and Spirituality: 8","Chinese: 57.8%
English: 29.2%
Japanese: 8.4%
Arabic: 1.5%
Russian: 1.1%
Spanish: 0.4%
Czech: 0.2%
French: 0.2%
Italian: 0.1%
Danish: 0.1%",,44,26,529,7993,0,3,0,36,34,26,568,0,26,,0,363,6666,100,272,0,0,0,09/12/2022,$560,"09/22/2022 17:08:00"
popflock.com,"GoDaddy Auctions",12,22,9959,625,"Recreation/Travel: 11
Society/Religion and Spirituality: 10
Sports/Martial Arts: 7
Science/Organizations: 7
Regional/North America: 6
Shopping/Clothing: 6
Arts/Literature: 6
Society/People: 6
Computers/Internet/On the Web: 6
Arts: 5","English: 85.5%
Russian: 5.6%
French: 1.9%
Polish: 0.7%
Hindi: 0.7%
Turkish: 0.7%
Spanish: 0.6%
Chinese: 0.6%
Vietnamese: 0.6%
Hungarian: 0.3%","English: 99.9%",37,32,2659,16171,2999,87716,18821,39,46,10,19,0,9,,2,226000,30981,898,2248,413,61,22,09/12/2022,$539,"09/22/2022 20:58:00"
cringel.com,"Namecheap Auctions",14,13,996,321,"Recreation/Travel: 14
Home/Gardening: 8
Society/History: 6
Science/Astronomy: 6","Nepali: 55.6%
English: 28.2%
Lithuanian: 8.2%
Arabic: 2%
Icelandic: 1.6%
Italian: 0.8%
Russian: 0.8%
Bengali: 0.4%
Georgian: 0.4%
Polish: 0.4%",,11,16,351,2434,0,0,0,32,37,16,0,0,16,,0,1,905,7,64,0,0,0,09/12/2022,$15,"09/28/2022 16:00:00"
michaelkorsoutlet-clearance.us,"Namecheap Auctions",11,23,137330,668,"Sports/Soccer: 10
Business/Agriculture and Forestry: 10
Shopping/Sports: 9
Arts/Bodyart: 9
Regional/Europe: 8
Games/Video Games/Developers and Publishers: 8
Arts: 8
Science/Social Sciences: 7
Computers/Internet/On the Web: 7
Arts/Television: 7","English: 69.8%
Japanese: 14.9%
Korean: 3.9%
Russian: 2.4%
Czech: 1.3%
Romanian: 1.1%
Indonesian: 0.7%
Arabic: 0.6%
Polish: 0.6%
German: 0.6%",,0,0,,,0,2,9,30,37,0,0,0,0,,,2,8688770,5,46,0,1,1,09/12/2022,$15,"09/28/2022 16:00:00"
bingos.to,"Namecheap Auctions",12,9,1303,10,"Computers/Software/Operating Systems: 12
Society/Politics: 11
Computers/Programming/Languages: 8
Society/History: 7
News/Weblogs: 6
Society/Law: 6","English: 100%","English: 100%",28,20,62,382,,,,62,37,,,,,,,0,7596,0,7596,1,0,0,09/12/2022,$15,"09/28/2022 16:00:00"
pokers.to,"Namecheap Auctions",12,9,1303,10,"Computers/Software/Operating Systems: 12
Society/Politics: 11
Computers/Programming/Languages: 8
Society/History: 7
News/Weblogs: 6
Society/Law: 6","English: 100%","English: 100%",28,20,61,380,,,,58,37,,,,,,,0,7596,0,7596,0,0,0,09/12/2022,$15,"09/28/2022 16:00:00"
gotimeshare.org,"Namecheap Auctions",10,12,579,77,"Recreation/Travel: 10
Regional/Europe: 5
Business: 5
Reference/Maps: 5
Shopping/Publications: 4","English: 62.5%
Turkish: 9.7%
Spanish: 7.5%
Chinese: 5.8%
Romanian: 2.7%
French: 1.5%
Persian: 1.1%
Dutch: 1.1%
German: 1%
Hungarian: 1%",,16,15,307,7546,0,0,0,34,33,13,34,0,13,,0,1,20542,10,25,0,0,0,09/12/2022,$15,"09/27/2022 16:00:00"
syberia2.info,"Namecheap Auctions",13,15,3934,82,"Games/Video Games/Adventure: 13
Games/Video Games/Roleplaying: 11
Games/Board Games: 9
Games/Video Games/Action-Adventure: 8
Computers/Software: 8
Games/Video Games/News and Reviews: 8
Games/Video Games/Strategy: 8
Games/Video Games/Puzzle: 7
Society/People: 7
Games/Video Games/Shooter: 7","English: 74.7%
French: 9.7%
German: 9.3%
Czech: 1.8%
Russian: 1.6%
Italian: 0.7%
Polish: 0.3%
Slovak: 0.3%
Hungarian: 0.2%
Serbian: 0.2%",,10,18,162,998,0,3,0,37,23,18,51,5,14,,,1,989,4,25,0,0,0,09/12/2022,$15,"09/27/2022 16:00:00"
hiwildflower.com,"Namecheap Auctions",12,18,681,157,"Society/People: 12
Arts/Literature: 9
News/Magazines and E-zines: 8
Recreation/Humor: 6
News/Weblogs: 5
Society/Politics: 5
Shopping/Music: 5","English: 99.3%
Spanish: 0.3%
Malay: 0.1%
Russian: 0.1%",,31,36,273,1045,0,0,0,46,36,9,63,0,9,,0,61,874,9,639,0,1,1,09/12/2022,$15,"09/28/2022 16:00:00"
wicker-man.com,"Namecheap Auctions",10,13,282,55,"Society/Religion and Spirituality: 10
Arts/Movies: 7
Arts/Music: 4","English: 86.2%
Finnish: 11.2%
French: 0.7%
Indonesian: 0.7%
Dutch: 0.3%
German: 0.3%
Russian: 0.3%",,12,14,193,2676,0,0,0,33,25,15,20,0,15,,2,8,2354,9,26,0,0,0,09/12/2022,$15,"09/27/2022 16:00:00"
longchamp-outlet.co,"Namecheap Auctions",13,20,226777,365,"Science/Social Sciences: 13
Recreation/Autos: 11
Reference/Directories: 9
Society/Organizations: 8
Regional/Europe: 7
Games/Video Games/Developers and Publishers: 7
Arts/Literature: 6
Arts/Movies: 6
Shopping/Classifieds: 5
Health/Mental Health: 5","English: 88.6%
Czech: 2.1%
Russian: 2%
Polish: 1%
Thai: 0.9%
French: 0.7%
Arabic: 0.5%
Korean: 0.5%
Japanese: 0.5%
Indonesian: 0.5%",,17,49,1366,218888,0,2,0,30,39,3,9,0,3,,,3,1630267,3,24,0,0,0,09/12/2022,$15,"09/28/2022 16:00:00"
lottos.to,"Namecheap Auctions",12,9,1303,10,"Computers/Software/Operating Systems: 12
Society/Politics: 11
Computers/Programming/Languages: 8
Society/History: 7
News/Weblogs: 6
Society/Law: 6","English: 100%","English: 100%",28,20,62,383,,,,58,37,,,,,,,0,7595,0,7595,1,0,0,09/12/2022,$15,"09/28/2022 16:00:00"
